station_id,date,temperature,precipitation,wind_speed
station_7,2022-06-28,-6.751842212861652,23.67004407474563,5.458999894629757
station_4,2020-04-07,-9.57484426026233,2.9858244485444665,6.828505392085966
station_8,2018-12-22,19.34342035369938,33.58211407730149,8.975576079892296
station_5,2021-09-09,30.880953114964086,29.110437988411558,18.26465360842913
station_7,2023-02-07,23.459048180599673,49.510444679381074,3.787868357696922
station_10,2018-05-07,27.52561802563259,11.957938889112151,0.10053105219606229
station_3,2019-08-27,4.287905745111988,26.536867764341793,1.201928207563403
station_7,2023-04-13,19.244547722319886,32.547866755903634,18.095326833602357
station_8,2020-10-10,1.2541744266864718,32.22955873711718,12.950329296867263
station_5,2018-02-20,11.5302773181184,28.064677147420134,5.460812386556135
station_4,2021-12-01,8.89809079209174,38.84640051636127,3.543850020223822
station_8,2022-11-28,-9.386771291368737,10.249060476340821,5.885334732742287
station_8,2022-06-25,3.22472562013785,36.28136001372079,2.295938545025602
station_3,2022-07-04,37.82933652894106,30.98672857165446,18.83065820568882
station_6,2021-04-20,-5.085184537103476,44.80375558972867,15.684123487305337
station_5,2023-01-29,-11.971775823230677,42.359721951679084,9.247823538250815
station_2,2019-07-21,5.114837297436118,15.757351956627662,17.299252102304038
station_8,2020-07-24,27.420264151608883,13.811866248757653,4.989164085864646
station_6,2023-04-19,14.928893786798334,49.08266619262239,14.34241136944387
station_2,2021-08-25,20.85848963429467,26.363259045762828,17.12264998027487
station_5,2018-07-21,-8.61830910951937,45.32104819572184,7.135374232465452
station_1,2018-04-27,17.136891580463292,8.19405118902411,15.149288909014354
station_10,2020-07-25,-0.5899763053115734,32.14094574000871,5.901446985286187
station_6,2019-07-29,30.05820195728605,40.493009368029306,5.977142705180616
station_9,2019-06-21,17.757928360644172,47.36976247932234,2.141143571083721
station_1,2022-06-14,-8.068623333482245,16.867007050851175,8.801160930187974
station_10,2023-10-24,-16.12299920935483,36.24905849620262,14.594238129948444
station_3,2019-01-21,-17.442007442778035,26.94065045198095,18.8044161114257
station_7,2019-04-20,2.284514059008444,3.03144630332341,12.075939838581922
station_4,2019-02-22,-4.04893180074119,34.49998686544717,17.26271075471478
station_9,2020-07-27,18.76540740775048,34.50482791189217,16.449892985804542
station_3,2020-08-12,9.960030098717098,46.53034024232685,3.466861059505617
station_5,2020-05-25,-4.038843319677156,24.86562230844862,9.71634857825263
station_3,2020-02-02,-11.045733322989433,11.512546035525734,2.3384707105078295
station_7,2021-04-17,-12.368014238753025,2.2281911724339576,13.643063231232698
station_5,2021-04-20,31.879623528425057,20.782109334295285,18.99799336492152
station_9,2019-10-26,-5.391321895707966,15.095835003875091,2.74178916157513
station_7,2018-01-25,19.102638874658098,38.05441530119378,14.677662616050826
station_2,2023-06-14,28.641155679175974,17.713388242052332,12.644763017357219
station_4,2021-04-18,16.844878671084167,47.453559815742196,11.672100740161994
station_9,2019-12-11,31.57391389881675,48.11551014938921,7.802404693766785
station_2,2023-02-23,3.543623291708471,31.045429510885402,7.102632955076251
station_10,2021-03-30,37.3733314389369,46.433014350744145,0.9049837803777572
station_9,2018-10-12,-12.011299749314183,38.04271722572478,4.358174165040269
station_10,2018-03-04,-13.871028220547714,27.34298204875631,0.30353764573653796
station_5,2020-09-29,19.521528772446615,9.015396771138906,11.62834211164041
station_2,2019-10-24,36.569868484795705,22.929897175692,2.117064717558177
station_4,2022-02-01,28.533007698179688,28.043723168130878,17.460387880594322
station_7,2020-08-24,-15.414988433716914,43.19807903675051,10.462860413943304
station_8,2020-04-28,-3.2379371639170174,24.066668826783243,13.993798181174169
station_3,2021-01-12,35.81913309026942,44.88373363389783,8.21714183680993
station_1,2019-11-20,-4.816494031952928,33.717448951173445,11.211596180020972
station_4,2018-05-28,26.870225427215154,6.849953152683569,18.85318353933261
station_2,2018-12-08,29.507931755722225,49.74906846625465,1.6546807924734153
station_8,2020-12-22,9.727126207658905,26.361633037695633,5.078755438473923
station_4,2022-09-21,3.1809345908989286,19.592914820453945,15.599766538210886
station_2,2021-10-15,7.007465945185579,32.95568822347633,1.974744137653317
station_6,2018-11-23,-6.3821183380781505,5.444665699051954,1.513222078082217
station_6,2022-11-28,33.363454967730654,31.826932337667717,7.230827975080771
station_10,2022-10-26,7.037179403785473,24.911800024963647,1.8433591694486462
station_4,2020-09-16,32.94756642736599,20.333703499929157,11.701568844124061
station_6,2020-08-09,-13.658391205623555,47.651001058944956,4.525505016331996
station_2,2019-12-24,39.296516260007884,26.12698583660266,17.913959263987447
station_10,2023-09-11,6.596385246617096,10.95587397349692,15.670001616905134
station_2,2019-03-05,-17.130150776353673,22.948173968864932,13.994104121989523
station_10,2022-02-09,-17.718689105752706,45.969370228633636,12.338880547690039
station_4,2018-10-13,24.772435448910315,8.804773566529732,17.269314606829266
station_8,2023-08-28,19.542132052220843,10.697851934411846,4.461241230855137
station_7,2020-02-08,28.127833487655252,0.6514783878541874,17.462176855284554
station_9,2021-10-26,-13.677947962831642,0.709502469788359,15.789845968481046
station_8,2018-07-13,-17.8657479778671,41.469581347925626,14.963216527753712
station_5,2020-09-14,10.51475736685471,36.60613034214779,11.225113561498482
station_2,2021-02-10,3.25571388896617,17.752052822597914,4.924883219412002
station_5,2023-12-02,7.716816200257345,34.91555786137864,8.470958319837926
station_8,2022-08-29,39.49530453221644,19.76029631549851,15.871413090776032
station_10,2020-08-04,38.244997460240214,47.64483979989137,0.6355696871464889
station_9,2020-04-10,36.53892338039157,48.35263407130174,15.641015385275166
station_9,2023-04-05,27.030560606060433,19.63968879046717,4.80141480975133
station_1,2018-02-24,1.290481615413423,42.7110953170434,2.8861840144320605
station_9,2020-03-10,4.727855815766297,38.654452084873306,2.314026363606043
station_7,2020-02-17,12.97696262313547,15.499996858589466,0.5450002390163022
station_9,2022-01-21,29.832067384290397,11.6019914450553,10.471729704429059
station_8,2023-03-17,-15.877230048903934,22.911732519641692,4.36519745387459
station_1,2023-11-05,5.457813153093287,39.067442030720315,19.788635315592632
station_8,2018-02-24,-15.04294019244388,48.008389236437274,11.488735117444115
station_8,2022-12-29,10.879455194410696,38.17895344332863,2.7577053871202084
station_3,2021-04-16,33.934049440374125,42.7603492509185,13.775250816227306
station_1,2020-04-12,26.949095473836273,30.153215308525827,17.954871330194507
station_8,2018-11-09,-6.329454947413403,41.770391542106296,14.903589907392288
station_3,2023-02-02,38.55945097592755,39.221042900170886,1.5287972207889533
station_3,2023-07-01,20.0410238827857,18.849277096314005,17.91768362385319
station_1,2023-06-30,-19.374338036155816,27.599515106036055,15.878587717199295
station_5,2022-11-26,-4.675190918886829,40.237656099484745,3.166078002112287
station_10,2018-11-24,-4.357202004805007,2.302836709497819,1.0357177746563373
station_7,2021-07-11,-15.844741622848403,40.403964117791496,11.14621150628617
station_10,2023-11-14,37.58959108455574,8.894406202451172,3.120716226799538
station_9,2021-01-16,8.695317674555426,25.734180856071948,16.69181905190544
station_7,2021-08-04,33.74887584231292,40.413771977796884,7.1666931334334745
station_9,2019-03-28,-0.6670697933222982,12.691053907834743,18.25784889473151
station_8,2022-03-04,-12.485985774030372,12.290371965307651,11.313763442820115
station_2,2018-06-14,8.460166594372833,20.138219923112594,3.653447684793363
station_1,2018-07-01,-13.16260191714097,44.732139878881725,2.791977347196002
station_7,2020-06-28,9.160930178652396,0.02213907186039421,11.529448751155078
station_7,2020-04-02,35.217830873164466,45.06915483209675,15.237672237248878
station_8,2020-08-01,11.246088510052765,7.690351232080389,15.630112954843643
station_5,2023-06-25,16.989983613705007,49.504318803374105,5.515148088825626
station_3,2023-08-17,-10.601693781571502,47.742349651923405,4.08493517824335
station_8,2018-11-26,-17.375862447201833,24.733759479564167,0.33512608984764825
station_6,2020-02-14,-13.351522269211578,25.636012390631407,13.583983024023388
station_3,2018-05-27,15.91189454106194,24.077467013792713,1.5313651686707797
station_1,2020-07-03,-14.29929806046172,31.77218228297613,8.415224035318516
station_3,2022-04-21,2.559573396478683,4.5360851117465515,12.033643280365922
station_5,2021-08-01,13.005516427489361,1.6308974170783253,18.74217889839354
station_3,2018-03-23,3.3191679177908213,2.8851464207949427,6.236042739115373
station_1,2019-05-29,-10.178971912081911,22.21826746207572,4.995443248930396
station_5,2023-04-05,-3.5725215491536098,13.777396960974169,13.08320308572197
station_10,2023-04-24,35.69905197091462,31.101978118549688,12.384780641071632
station_7,2020-01-16,20.558936535181324,49.62211446873895,6.6421956661624915
station_7,2021-11-10,9.762870320793194,19.316158653823294,18.56203671019573
station_9,2019-12-08,-19.23710660078639,28.69206270522567,16.897246549792655
station_10,2019-04-16,39.54492402936821,20.780194795366775,4.479650917301623
station_10,2019-01-31,20.28729609367859,42.36358338609297,4.782850908690463
station_3,2022-04-05,-0.984651359303303,45.11182017311191,10.246006937741612
station_7,2020-03-15,32.756119599870296,43.867780610263004,15.471442034614407
station_1,2020-07-22,-4.4941027824909145,48.71861193396288,0.8808075877692878
station_4,2021-07-03,12.640994750965092,1.3759592570207646,13.866703074694133
station_4,2022-10-24,18.164245823789507,41.99080810727655,12.96471794764194
station_5,2020-06-23,-6.736197712776292,37.588608651954665,4.629601918259764
station_7,2020-12-12,38.70383672803575,11.43472047001824,13.627060264826977
station_7,2023-03-06,24.891514358739855,47.816004669376376,18.803663825041653
station_4,2022-03-04,13.468793530664193,7.408896411497273,0.9357168994353704
station_7,2021-10-19,-9.164324109481948,33.97749635669542,6.393041105841251
station_3,2021-07-27,-16.76850758011843,11.244510840795623,8.763534333327105
station_6,2019-08-16,-0.7964100487409915,21.569032438703733,17.98520717849379
station_2,2023-10-08,25.19124015480417,35.95799484722845,19.245228932183135
station_10,2018-05-08,-3.840122101878496,28.166232101652334,8.882304929926645
station_9,2020-01-06,12.373373229730305,21.375091566405587,15.000568242843823
station_5,2019-06-05,23.676830603844593,16.31692154659936,10.63322047528966
station_6,2018-08-25,-13.523377121212139,41.98298278543952,10.755658694827531
station_4,2021-07-28,21.117880966952406,7.190717515740685,5.561990301327128
station_10,2022-11-17,-14.487746737397318,21.505143826490002,4.339124917277591
station_7,2021-07-25,37.90778452761979,45.18787858875711,5.7601069184808225
station_9,2023-08-14,9.303647803896375,42.29247752299838,11.126560145141585
station_7,2019-03-18,-10.959433537407357,20.047088123652333,0.5831037204417799
station_1,2023-09-08,0.543018162012789,38.15541818006542,18.144978887128115
station_1,2020-03-15,4.804986957715688,41.15804153544296,3.1256741909955243
station_9,2018-03-16,25.49110066459224,44.444371200181486,4.401773537427731
station_9,2023-12-16,24.605427164596556,27.2252884524614,10.365523528952927
station_4,2023-09-21,16.71643032023986,10.22304430273559,14.202295326745586
station_9,2021-10-11,-13.644157246490423,12.765453825196582,1.914581094887946
station_3,2018-02-10,-10.905837704739586,14.78473370208021,6.3538939509432435
station_7,2023-09-13,-14.374584761266602,29.690124040480775,19.373492111487142
station_6,2022-08-28,14.630366997253006,1.640481206430422,5.246859335618915
station_8,2021-11-02,32.62830649068424,31.802123438998414,6.261002901262938
station_9,2019-08-11,6.028030735286308,18.2177119214116,16.72996981236067
station_5,2022-06-11,-10.349109562535228,14.762090124482107,1.004288633809105
station_1,2018-12-08,13.482539508938018,43.97482853640632,9.292263376179417
station_3,2023-09-06,28.705133011942593,23.000119779039945,7.5923352890334055
station_10,2019-10-08,24.502723690775802,4.752652276634639,6.331735198173023
station_8,2020-01-01,32.88704678050129,41.33733840131235,5.713991880895291
station_6,2018-06-17,-3.3258741650679298,2.38206287182533,1.827482097208184
station_8,2019-09-02,-8.362767963933509,36.337461208409835,6.2965165870329765
station_9,2022-11-08,32.78898915651632,38.69531108853326,0.8610480543133714
station_4,2023-08-03,19.453618766681387,17.630130296442907,15.619277272888706
station_1,2019-03-31,-1.3442641995467497,41.23939281388934,7.964555879160233
station_1,2022-09-05,24.54088303435055,25.78297029282267,8.878076646398231
station_10,2019-12-03,28.907103068822074,23.16468266363984,17.87189172900263
station_4,2022-05-19,16.89869442046794,2.2701640734346276,13.161099677224415
station_7,2018-05-10,21.273046592794906,14.501459682445294,0.16118206684239578
station_2,2023-01-20,2.5155942665599795,46.55049854426499,18.8634964592257
station_3,2021-10-18,12.321740040582348,19.591198164175,4.742889319554225
station_1,2019-11-24,11.449550243569735,27.335026027838417,2.152283695197177
station_5,2021-10-26,30.88286746784631,26.60108394921259,15.362563567617645
station_1,2020-03-04,30.397838816930957,29.521554491134665,10.009546317334364
station_8,2018-01-29,29.960828160822594,3.0665477821641307,8.67541132036035
station_1,2018-05-29,-19.338103144252052,18.108812739936415,4.990061593654835
station_1,2021-08-12,24.972729068133297,36.15641369412771,10.949429797246372
station_2,2023-08-21,25.520583406660293,10.028012553649146,5.4876921040517495
station_2,2021-02-10,20.702729371308507,10.178918877318022,18.031660105741352
station_6,2018-07-06,25.375879473487153,0.5045303344512364,4.304089594663855
station_7,2021-06-04,30.518222289802523,21.874096330410488,17.68710300911507
station_5,2021-08-26,8.219143246107137,44.1367190336711,11.188108514547139
station_1,2018-04-08,10.123012809306829,2.5950471793654506,16.56976267790482
station_1,2018-02-24,-12.51715658531657,9.555935474800132,14.2569199172191
station_3,2020-01-28,3.1225529828417073,15.504226917137753,13.933902228734972
station_2,2019-02-10,18.60191079470706,36.586236828210644,6.486916153901115
station_5,2023-10-18,26.823986568836474,32.03177964012933,4.6779386294440695
station_10,2021-08-05,-6.967454138527367,20.79719522909275,4.217724553615763
station_6,2022-11-21,-11.730626050445876,37.95344696291878,17.143833141191774
station_7,2020-01-21,19.782520270029536,30.481550582845095,16.4085364051804
station_4,2022-10-29,-19.887206988505362,44.802039982860954,8.811470560246146
station_7,2018-12-31,-9.297644941560211,40.90133745693465,2.648092269929092
station_8,2023-07-20,-18.255717179362776,12.640680304460028,7.645045039549167
station_1,2019-04-27,-9.986892928707745,13.57192888171001,12.386869082738228
station_6,2018-06-03,-9.120843204469686,6.267823789619281,9.088063089599057
station_8,2022-03-05,3.260415685023652,16.848236285872826,15.6037853696599
station_5,2023-10-22,4.139627481193358,49.97719593595472,19.952456445027707
station_4,2020-11-06,32.45574823661427,20.28755843075305,3.822641768977937
station_2,2022-07-23,10.606582749929512,11.02442173445532,9.19301639319145
station_6,2021-05-25,23.404285936737175,38.12414422377765,8.61967803841644
station_6,2018-03-02,-13.751758524782753,27.123550173132806,6.089850654979017
station_1,2020-07-27,-6.473674672178369,7.480072476347627,3.9619103344057915
station_9,2022-06-28,22.176606458720606,19.03448405804329,1.3138423297931845
station_6,2023-09-21,-16.831762371888313,20.723485776967166,17.742386344473967
station_3,2018-01-25,9.195859734625188,37.69148502846093,8.396973953726352
station_4,2020-11-28,15.962137939776028,1.0335684445952231,9.937910370000978
station_4,2018-05-11,16.128738643148864,13.450982339915523,18.338840964018317
station_3,2021-06-06,-18.624031323917478,25.8798150657761,15.525809550318957
station_10,2018-04-18,-0.6735197462488713,13.442337122642167,2.6100252823436842
station_3,2018-06-21,18.18943906294924,31.421702370949944,11.308399352154847
station_3,2021-12-29,-11.060015831045394,24.09337396373083,8.845045530391182
station_4,2018-04-12,21.724938899683195,18.08551274297903,15.944221451575256
station_7,2022-06-25,24.755512528820475,47.46043134352561,14.484650952238985
station_4,2020-11-06,38.918151426768716,31.60797495932287,13.80811443822144
station_9,2018-11-26,-7.409480308615436,6.497068613397062,6.810896709597937
station_1,2022-03-01,29.50784005996691,28.004584872169776,16.09927460798509
station_8,2018-01-12,11.217794615119242,39.03659266004505,1.0478259118972244
station_7,2021-09-03,2.407755768650407,35.424484874639866,3.1924980286433446
station_2,2018-08-04,-12.657394560489323,8.60446146476297,6.712465459558235
station_8,2018-12-05,24.130336389252257,48.620999952005164,1.5361488213856256
station_1,2022-12-05,-5.848544051378774,22.4406822873303,4.699885550693832
station_9,2022-10-17,2.2853201123827454,7.9512501870130645,16.603019659958363
station_9,2022-02-17,-16.247466386157893,9.009787706407396,18.965030755801585
station_2,2019-12-11,28.08201494917114,4.9117496094540245,6.09204711548381
station_7,2021-05-08,25.9953114382986,40.17590542174672,5.2903160797767645
station_10,2021-01-17,24.016949802538747,6.101524716092433,5.597853044928538
station_3,2021-07-15,-2.033389370486802,6.256262857087346,5.554381747016876
station_7,2019-05-04,-9.591195544042566,42.523580738041886,0.7186036437194598
station_10,2022-04-11,18.253195868213787,17.23020422237798,18.53832692662216
station_9,2018-02-16,9.769983046793168,1.5428952154036224,4.273962831406568
station_4,2020-02-17,-9.304851985721506,2.594764975920544,8.4000814816281
station_1,2020-11-05,21.15467626299182,7.1085223351947775,0.1937376548193548
station_2,2019-12-12,39.46758590927822,10.669667398784476,17.159101818301142
station_1,2019-02-05,24.83317526452226,33.25730971192027,14.623146889098344
station_5,2022-12-23,24.399183201136708,7.866314000091412,18.935120703474063
station_5,2018-09-07,37.018765175835505,5.9437195588536,15.63230958392798
station_7,2019-01-26,-7.823817945505869,38.23595707381396,6.274130241041305
station_9,2018-12-01,13.93299789528642,33.552764192995724,4.957467174568473
station_9,2019-09-21,38.77880290203301,21.76621107276181,13.954326151065858
station_3,2018-05-17,-10.082353341789528,27.4654885740052,7.282255500209988
station_3,2022-03-02,22.015117566671258,15.599201016320924,11.324300315052332
station_3,2020-04-06,15.148608758314118,24.125021011768034,0.1251494205294046
station_4,2019-12-28,15.188745531322418,25.33363244913729,1.237714033609505
station_8,2022-02-09,21.860237651204507,19.361863558904798,10.707358823633024
station_6,2020-09-16,35.77701537254105,45.328610533608135,11.321432928963302
station_8,2020-07-23,26.954916391080275,0.8030932490503073,15.029058889186873
station_1,2019-02-06,-16.6318337950274,39.10856315456231,2.639306392479235
station_8,2022-01-06,31.163681192542676,6.219141562066216,10.263661675135577
station_4,2019-09-07,-6.467520204456044,39.87736802685997,3.888952888633772
station_1,2021-07-20,2.6148498841823162,30.79559578383606,1.8639223912538938
station_8,2021-03-28,7.703968816742929,42.16390454682012,8.209915881211092
station_4,2021-01-26,8.85436004518418,4.875716282044873,3.2667329617811447
station_6,2018-05-11,6.110823955321408,27.949031704988702,4.435639563846372
station_8,2021-04-09,36.24119765295187,25.054394013109853,6.351091597390035
station_4,2018-07-02,22.361140459841472,35.30965914816793,5.187768014863925
station_3,2018-12-30,17.870238757402383,26.71452759468379,1.751825948118928
station_9,2018-02-08,-17.009478333023505,27.03672835665521,1.7983248971940458
station_3,2021-10-04,34.23479981562248,21.479797178803235,3.8649883046833633
station_9,2020-07-09,34.56341152050377,15.441721200367041,1.011183759190779
station_2,2018-01-16,26.81278380580614,24.113218062609608,12.529140393538542
station_2,2019-05-08,-19.578247771182852,5.924617938420029,5.746534330178039
station_2,2021-12-20,-16.563184935342598,48.07566694915424,5.59491935538142
station_6,2021-02-05,-6.486577863890615,35.720538181329914,6.639965884755304
station_3,2018-11-07,-12.119035511305597,47.62335583439234,13.255925484194433
station_9,2020-01-09,3.9301617822237667,11.336369116498163,17.412677629669812
station_4,2019-06-30,35.35738348526738,43.9670510088264,15.181738651112768
station_1,2018-09-08,8.323626051819897,40.43949922817692,14.5505846045019
station_4,2020-01-29,-19.195842414070064,33.85762062288368,9.687823712016986
station_1,2022-12-10,-3.035258625274281,31.251459304260287,13.876111139348236
station_5,2021-07-21,-17.32430549762231,15.8274832633935,11.055247360671663
station_4,2022-06-20,-17.82274264318987,40.820539248251535,4.325010563730578
station_8,2023-03-30,-3.4568088142668643,25.07577307398669,4.171767354821014
station_8,2020-03-24,-3.463259679263274,3.544578794564268,5.927840137505669
station_7,2018-01-29,27.22759615609624,15.6431580427565,18.216053419396264
station_3,2020-08-15,38.490079166866714,46.76485492726638,10.948296807594517
station_1,2023-07-26,2.272425633399898,42.53401303024231,14.678107540037388
station_1,2019-04-22,5.7332127316623165,49.09528490382696,6.931175196330952
station_3,2018-11-14,30.687366177161287,31.399669130204906,8.154315413304506
station_6,2018-09-02,-3.911658794269197,12.375503657020598,2.5113115727450275
station_7,2020-01-18,-10.617091735793123,8.140752483843189,3.4258991564334074
station_6,2019-11-28,31.185377404219025,9.345722030423081,16.54713109652291
station_6,2018-09-29,-17.20996481359607,0.9897829173627193,11.696772633777641
station_6,2022-11-07,17.181966411964943,19.53410554929696,6.750649317676379
station_3,2021-06-16,13.71957084800841,9.571384024977124,16.05702417991092
station_6,2018-09-23,0.755226850101657,20.58277302283512,4.93039811275966
station_8,2020-07-09,-1.088628734158462,46.74972159193827,19.520653972004077
station_2,2018-12-06,26.311463570897274,21.527010475359496,6.896352154923395
station_5,2019-01-24,-14.81452335424721,43.89922484924174,6.746219083024552
station_1,2023-08-13,-5.792941441316877,30.275238330793826,6.2382381107341045
station_1,2021-03-11,23.946923910285385,12.356577733069596,2.4422303184857586
station_5,2019-01-11,12.899235023585454,17.79273796296057,2.222742946640248
station_3,2023-07-27,-12.320707487984816,4.1959767910714705,12.962100690682467
station_4,2018-05-26,32.92813685692361,16.673129679800525,17.50236089116094
station_3,2023-06-05,3.6068707938154922,33.8770472751767,15.81041020543347
station_1,2018-10-20,29.672102519330373,3.6055546464717594,2.822151880427022
station_1,2019-03-08,27.26278093166252,10.270070423901467,10.91164243584133
station_5,2019-12-06,17.465526788303684,19.072052070665574,2.1118309195328
station_6,2023-06-22,9.66886787770558,49.102476850798126,0.9058928722615489
station_3,2019-02-03,38.77305042290541,39.24309114794401,13.127717187695344
station_9,2020-08-21,-11.302095657210977,36.6743373246052,10.703046673607005
station_5,2023-08-04,23.509343653066885,5.809547826272299,1.640473704229417
station_8,2023-01-03,-8.52855791211266,39.04979468074957,0.6987849281197689
station_1,2023-10-10,0.2957863199409019,39.26344057580076,19.795128268186694
station_5,2020-07-27,-1.4780753976082863,30.055134781216413,0.6004266429814376
station_3,2019-12-11,36.82215926432338,49.5180890999186,8.890565061003192
station_1,2020-03-17,38.04137066729651,16.262695296227598,10.09238049215391
station_4,2022-01-03,-9.019073345916372,47.063622412092585,2.345602956008901
station_5,2021-08-18,-18.677890382149748,45.73655574782518,3.381235568794325
station_7,2018-01-11,23.200482379786784,0.5740329874688921,7.03610012820705
station_1,2020-12-21,5.079396032229059,22.505826323740553,15.233517524273253
station_3,2023-02-12,-14.669585294746136,48.85521165257867,10.141648481205333
station_2,2020-02-11,21.02524633462255,5.1560681204037895,12.75803749105923
station_9,2022-05-14,12.706331695641978,27.389234719165973,19.703491101813494
station_10,2022-05-27,38.83100932006636,48.947875352055206,15.360108706264192
station_6,2021-08-26,-6.355430248317264,27.774771205293007,8.687229962824354
station_10,2020-06-03,4.238672579592894,9.4907651486078,8.928838435930974
station_3,2021-10-21,12.552748203725372,29.109161504629487,12.3754415408201
station_8,2018-08-14,27.501999307201096,10.222028697477342,13.307304168378087
station_8,2020-04-04,12.930319403203526,25.985213144724213,10.014218516733425
station_2,2020-07-25,16.774009651716952,3.7021108956174,12.897224456299599
station_6,2023-03-27,-6.431176904603555,30.274133460720233,0.4706498882819754
station_7,2022-12-02,30.815123685313587,25.83949695640791,8.592457277936882
station_2,2018-02-23,5.717832818228544,37.00806843807315,5.578761521469535
station_10,2019-12-28,-11.542422348693844,31.53502355793925,2.583488904862208
station_2,2022-03-25,19.851274870325042,27.480313426537833,1.9909302561755027
station_10,2020-11-09,-7.034572808881549,34.48894246240606,12.06384331229335
station_1,2023-03-29,-14.146249385642015,7.197095678611543,10.472010943052235
station_8,2022-11-12,31.719214504256335,29.767983062930202,5.071682339927383
station_1,2022-05-16,7.60973586930638,8.605530141138884,9.41900117545029
station_9,2023-03-30,24.957022761746586,46.27611039259404,9.844646303648165
station_6,2020-04-29,-2.564746411618696,3.4167052422802104,3.900179608772316
station_7,2023-10-11,27.21820809505998,21.518737484539663,13.041861237633013
station_10,2018-01-03,-13.283844378708181,34.78987388277224,15.618387127721808
